var_1,desc_1,var_2,desc_2,corr
84660B,BLACK_STITCHED_WALL_CLOCK,84660C,PINK_STITCHED_WALL_CLOCK,0.8413476026361849
84665,SQUARE_CHERRY_BLOSSOM_CABINET,84968D,SET_OF_16_VINTAGE_RED_CUTLERY,0.8516926126247271
84968A,SET_OF_16_VINTAGE_ROSE_CUTLERY,84968D,SET_OF_16_VINTAGE_RED_CUTLERY,0.8404514161006528
84997A,GREEN_3_PIECE_POLKADOT_CUTLERY_SET,84997B,RED_3_PIECE_RETROSPOT_CUTLERY_SET,0.8635766612375796
84997A,GREEN_3_PIECE_POLKADOT_CUTLERY_SET,84997C,BLUE_3_PIECE_POLKADOT_CUTLERY_SET,0.8730372764069043
84997B,RED_3_PIECE_RETROSPOT_CUTLERY_SET,84997C,BLUE_3_PIECE_POLKADOT_CUTLERY_SET,0.8154235615157506
84997C,BLUE_3_PIECE_POLKADOT_CUTLERY_SET,84997D,PINK_3_PIECE_POLKADOT_CUTLERY_SET,0.8094486556942244
85124B,BLUE_JUICY_FRUIT_PHOTO_FRAME,85124C,GREEN_JUICY_FRUIT_PHOTO_FRAME,0.8783964239740947
85136C,RED_SHARK_HELICOPTER,90114,SUMMER_DAISIES_BAG_CHARM,0.8166098450753477
90114,SUMMER_DAISIES_BAG_CHARM,M,Manual,0.8667176704979609
90161C,ANT_COPPER_LIME_BOUDICCA_BRACELET,90200A,PURPLE_SWEETHEART_BRACELET,0.8032613883757078
90200B,BLACK_SWEETHEART_BRACELET,90200D,PINK_SWEETHEART_BRACELET,0.8273594726768071
90200B,BLACK_SWEETHEART_BRACELET,90200E,GREEN_SWEETHEART_BRACELET,0.8872504625089325
90200D,PINK_SWEETHEART_BRACELET,90200E,GREEN_SWEETHEART_BRACELET,0.9393872460269755
